Make,Model,Variant,Ex-Showroom_Price,Displacement,Cylinders,Valves_Per_Cylinder,Drivetrain,Cylinder_Configuration,Emission_Norm,Engine_Location,Fuel_System,Fuel_Tank_Capacity,Fuel_Type,Height,Length,Width,Body_Type,Doors,City_Mileage,Highway_Mileage,Combined_ARIA_Mileage,Kerb_Weight,Gears,Ground_Clearance,Front_Brakes,Rear_Brakes,Front_Suspension,Rear_Suspension,Front_Track,Rear_Track,Front_Tyre_&_Rim,Rear_Tyre_&_Rim,Power_Steering,Power_Windows,Power_Seats,Keyless_Entry,Power,Torque,Odometer,Speedometer,Tachometer,Tripmeter,Seating_Capacity,Seats_Material,Type,Wheelbase,Wheels_Size,Start_/_Stop_Button,12v_Power_Outlet,Audiosystem,Aux-in_Compatibility,Average_Fuel_Consumption,Basic_Warranty,Bluetooth,Boot-lid_Opener,Boot_Space,CD_/_MP3_/_DVD_Player,Central_Locking,Child_Safety_Locks,Clock,Cup_Holders,Distance_to_Empty,Door_Pockets,Engine_Malfunction_Light,Extended_Warranty,FM_Radio,Fuel-lid_Opener,Fuel_Gauge,Handbrake,Instrument_Console,Low_Fuel_Warning,Minimum_Turning_Radius,Multifunction_Display,Sun_Visor,Third_Row_AC_Vents,Ventilation_System,Auto-Dimming_Rear-View_Mirror,Hill_Assist,Gear_Indicator,3_Point_Seat-Belt_in_Middle_Rear_Seat,Ambient_Lightning,Cargo/Boot_Lights,Drive_Modes,Engine_Immobilizer,High_Speed_Alert_System,Lane_Watch_Camera/_Side_Mirror_Camera,Passenger_Side_Seat-Belt_Reminder,Seat_Back_Pockets,Voice_Recognition,Walk_Away_Auto_Car_Lock,ABS_(Anti-lock_Braking_System),Headlight_Reminder,Adjustable_Headrests,Gross_Vehicle_Weight,Airbags,Door_Ajar_Warning,EBD_(Electronic_Brake-force_Distribution),Fasten_Seat_Belt_Warning,Gear_Shift_Reminder,Number_of_Airbags,Compression_Ratio,Adjustable_Steering_Column,Parking_Assistance,Key_Off_Reminder,USB_Compatibility,Android_Auto,Apple_CarPlay,Cigarette_Lighter,Infotainment_Screen,Multifunction_Steering_Wheel,Average_Speed,EBA_(Electronic_Brake_Assist),Seat_Height_Adjustment,Navigation_System,Second_Row_AC_Vents,Tyre_Pressure_Monitoring_System,Rear_Center_Armrest,iPod_Compatibility,ESP_(Electronic_Stability_Program),Cooled_Glove_Box,Heated_Seats,Turbocharger,ISOFIX_(Child-Seat_Mount),Rain_Sensing_Wipers,Paddle_Shifters,Leather_Wrapped_Steering,Automatic_Headlamps,ASR_/_Traction_Control,Cruise_Control,USB_Ports,Heads-Up_Display,Welcome_Lights,carname
Hyundai,Xcent Prime,T+ Crdi,639616,1197.0,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Longitudinal",Injection,43.0,Diesel,1520.0,3995.0,1660.0,Sedan,4.0,15.1,17.19,20.14,1100 kg,5.0,165.0,Ventilated Disc,Drum,Mc Pherson Strut,Coupled Torsion Beam Axle,1479.0,1493.0,165/65R14,165/65R14,Electric Power,Only Front Windows,No,No,70bhp@4000RPM,114Nm@6000rpm,Digital,Analog,Analog,Yes,5.0,Fabric,Manual,2425.0,165/65R14,No,Yes,Not on offer,No,No,,No,Internal,407.0,No,No,Yes,Digital,Front,Yes,Front & Rear,Yes,"3rd /4th Years / up to80,000 Kms (Whichever comes earlier)",No,Internal,Analog,Manual,Analog + Digital,Yes,5.2,Yes,Driver & Front Passenger,Not Applicable,Yes,Yes,No,Yes,No,No,No,Normal,Yes,No,No,No,Yes,No,No,No,Yes,Second Row,1530.0,"Driver frontal airbag, Front passenger frontal airbag",Yes,No,Yes,Yes,2.0,,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,Cup Holders,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Hyundai-Xcent Prime
Hyundai,Xcent Prime,T Crdi,620297,1197.0,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Longitudinal",Injection,43.0,Diesel,1520.0,3995.0,1660.0,Sedan,4.0,15.1,17.19,20.0,1100 kg,5.0,165.0,Ventilated Disc,Drum,Mc Pherson Strut,Coupled Torsion Beam Axle,1479.0,1493.0,165/65R14,165/65R14,Electric Power,Only Front Windows,No,No,71PS@4000rpm,114Nm@6000rpm,Digital,Analog,Analog,Yes,5.0,Fabric,Manual,2425.0,165/65R14,No,Yes,Not on offer,No,No,,No,Internal,407.0,No,No,Yes,Digital,Front,Yes,Front & Rear,Yes,"3rd /4th Years / up to80,000 Kms (Whichever comes earlier)",No,Internal,Analog,Manual,Analog + Digital,Yes,5.2,Yes,Driver & Front Passenger,Not Applicable,Yes,Yes,No,Yes,No,No,No,Normal,Yes,No,No,No,Yes,No,No,No,Yes,Second Row,1530.0,"Driver frontal airbag, Front passenger frontal airbag",Yes,No,Yes,Yes,2.0,,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,Cup Holders,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Hyundai-Xcent Prime
Maruti Suzuki,Dzire Tour,Ldi,653523,1248.0,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,42.0,Diesel,1555.0,3995.0,1695.0,Sedan,4.0,14.6,19.8,28.4,1045 kg,5.0,170.0,Ventilated Disc,Drum,MacPherson Strut,Torsion Beam,1485.0,1495.0,165/80R14,165/80R14,Electric Power,Only Front Windows,No,Remote,75PS@4000rpm,190Nm@2000rpm,Digital,Analog,Not on offer,Yes,5.0,Fabric,Manual,2430.0,165/80R14,No,Yes,Not on offer,No,Yes,2 years /40000 Kms (years/distance whichever comes first),No,With Remote,320.0,No,Yes,Yes,Digital,Front,Yes,Front,Yes,"3rd/4th year/up to 80,000 Kms (whichever comes first)",No,With Remote,Analog,Manual,Analog + Digital,Yes,4.8,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,No,No,No,No,No,No,Normal,Yes,No,No,No,No,No,No,No,Yes,Front Row,1505.0,No,Yes,No,Yes,No,0.0,17.6:1,Rake,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Maruti Suzuki-Dzire Tour
Maruti Suzuki,Dzire Tour,Lxi,553423,1197.0,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,42.0,Petrol,1555.0,3995.0,1695.0,Sedan,4.0,16.3,19.1,22.0,935 kg,5.0,170.0,Ventilated Disc,Drum,MacPherson Strut,Torsion Beam,1485.0,1495.0,165/80R14,165/80R14,Electric Power,No,No,No,83PS@6000rpm,115Nm@4000rpm,Digital,Analog,Not on offer,Yes,5.0,Fabric,Manual,2430.0,165/80R14,No,Yes,Not on offer,No,Yes,2 years /40000 Kms (years/distance whichever comes first),No,With Remote,316.0,No,No,Yes,Digital,Front,Yes,Front,Yes,"3rd/4th year/up to 80,000 Kms (whichever comes first)",No,With Remote,Analog,Manual,Analog + Digital,Yes,4.8,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,No,No,No,No,No,No,Normal,Yes,No,No,No,No,No,No,No,Yes,Front Row,1415.0,No,Yes,No,Yes,No,0.0,11.0:1,Rake,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Maruti Suzuki-Dzire Tour
Maruti Suzuki,Dzire Tour,Lxi Cng,598940,1197.0,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,42.0,CNG,1555.0,3995.0,1695.0,Sedan,4.0,15.1,17.19,26.6,935 kg,5.0,170.0,Ventilated Disc,Drum,MacPherson Strut,Torsion Beam,1485.0,1495.0,165/80R14,165/80R14,Electric Power,No,No,No,69bhp@6000rpm,115Nm@4000rpm,Digital,Analog,Not on offer,Yes,5.0,Fabric,Manual,2430.0,165/80R14,No,Yes,Not on offer,No,Yes,2 years /40000 Kms (years/distance whichever comes first),No,With Remote,316.0,No,No,Yes,Digital,Front,Yes,Front,Yes,"3rd/4th year/up to 80,000 Kms (whichever comes first)",No,With Remote,Analog,Manual,Analog + Digital,Yes,4.8,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,Yes,No,No,No,No,No,Normal,Yes,No,No,No,No,No,No,No,Yes,Front Row,1415.0,No,Yes,No,Yes,No,0.0,11.0:1,Rake,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Maruti Suzuki-Dzire Tour
Hyundai,Elite I20,Era 1.2,559693,1197.0,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45.0,Petrol,1505.0,3995.0,1710.0,Hatchback,5.0,13.3,18.6,18.6,1066 kg,5.0,165.0,Ventilated Disc,Drum,McPherson strut with coil spring,Coupled Torsion Beam Axle with coil spring,1505.0,1503.0,185/70R14,185/70R14,Electric Power,Only Front Windows,No,No,84PS@6000rpm,115Nm@4000rpm,Digital,Analog,Analog,Yes,5.0,Fabric,Manual,2525.0,185/70R14,No,Yes,Not on offer,No,No,2 years / Unlimited Kms,No,Internal,285.0,No,Yes,Yes,Digital,Front,Yes,Front & Rear,Yes,"3rd /4th Years / up to 1,00,000 Kms (Whichever comes earlier)",No,Internal,Digital,Manual,Analog + Digital,Yes,5.2,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,No,No,Yes,No,No,No,Normal,Yes,No,No,No,Yes,No,No,Yes,No,Front Row,1170.0,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2.0,10.5:1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Hyundai-Elite I20
Hyundai,Elite I20,Era 1.4 Crdi,697803,1396.0,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45.0,Diesel,1505.0,3985.0,1734.0,Hatchback,5.0,18.4,22.54,22.54,1510 kg,6.0,170.0,Ventilated Disc,Drum,McPherson strut with coil spring,Coupled Torsion Beam Axle with coil spring,1505.0,1503.0,185/70R14,185/70R14,Electric Power,Only Front Windows,No,No,90PS@4000rpm,220Nm@1500rpm,Digital,Analog,Analog,Yes,5.0,Fabric,Manual,2570.0,185/70R14,No,Yes,Not on offer,No,No,2 years / Unlimited Kms,No,Internal,285.0,No,Yes,Yes,Digital,Front,Yes,Front & Rear,Yes,"3rd /4th Years / up to 1,00,000 Kms (Whichever comes earlier)",No,Internal,Digital,Manual,Analog + Digital,Yes,5.2,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,No,No,Yes,No,No,No,Normal,Yes,No,No,No,Yes,No,No,Yes,No,Front Row,1170.0,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2.0,10.5:1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Hyundai-Elite I20
Hyundai,Elite I20,Magna Plus,634950,1197.0,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45.0,Petrol,1505.0,3985.0,1734.0,Hatchback,5.0,13.3,18.5,18.6,1058 kg,5.0,170.0,Ventilated Disc,Drum,McPherson strut with coil spring,Coupled Torsion Beam Axle with coil spring,1505.0,1503.0,185/70R14,185/70R14,Electric Power,All Windows,No,Remote,84PS@6000rpm,115Nm@4000rpm,Digital,Analog,Analog,Yes,5.0,Fabric,Manual,2570.0,185/70R14,No,Yes,CD Player with USB & Aux-in,Yes,No,2 years / Unlimited Kms,Yes,"With Remote, Internal",285.0,Yes,Yes,Yes,Digital,Front,Yes,Front & Rear,Yes,"3rd /4th Years / up to 1,00,000 Kms (Whichever comes earlier)",Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.2,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,Yes,No,Yes,No,No,No,Normal,Yes,No,No,No,Yes,No,No,Yes,No,Front Row,1170.0,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2.0,10.5:1,No,Rear sensors,No,Yes,No,No,No,No,Multifunction Steering Wheel,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Hyundai-Elite I20
Hyundai,Elite I20,Magna Plus Crdi,770803,1396.0,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45.0,Diesel,1505.0,3985.0,1734.0,Hatchback,5.0,18.4,22.54,22.54,1510 kg,6.0,170.0,Ventilated Disc,Drum,McPherson strut with coil spring,Coupled Torsion Beam Axle with coil spring,1505.0,1503.0,185/70R14,185/70R14,Electric Power,All Windows,No,Remote,90PS@4000rpm,220Nm@1500rpm,Digital,Analog,Analog,Yes,5.0,Fabric,Manual,2570.0,185/70R14,No,Yes,CD Player with USB & Aux-in,Yes,No,2 years / Unlimited Kms,Yes,"Internal, With Remote",285.0,Yes,Yes,Yes,Digital,Front,Yes,Front & Rear,Yes,"3rd /4th Years / up to 1,00,000 Kms (Whichever comes earlier)",Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.2,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,Yes,No,Yes,No,No,No,Normal,Yes,No,No,No,Yes,No,No,Yes,No,No,1170.0,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2.0,10.5:1,No,Rear sensors,No,Yes,No,No,No,No,Multifunction Steering Wheel,No,No,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,Hyundai-Elite I20
Hyundai,Elite I20,Sportz Plus,721693,1197.0,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45.0,Petrol,1505.0,3985.0,1734.0,Hatchback,5.0,13.3,18.5,18.6,1060 kg,5.0,170.0,Ventilated Disc,Drum,McPherson strut with coil spring,Coupled Torsion Beam Axle with coil spring,1505.0,1503.0,185/65R14,185/65R14,Electric Power,All Windows,No,Remote,84PS@6000rpm,115Nm@4000rpm,Digital,Analog,Analog,2,5.0,Fabric,Manual,2570.0,185/70R14,No,Yes,CD Player with USB & Aux-in,Yes,No,2 years / Unlimited Kms,Yes,"Internal, With Remote",285.0,Yes,Yes,Yes,Digital,Front,Yes,Front & Rear,Yes,"3rd /4th Years / up to 1,00,000 Kms (Whichever comes earlier)",Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.2,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,Yes,No,Yes,No,No,No,Normal,Yes,No,No,No,Yes,No,No,Yes,No,Front Row,1170.0,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2.0,10.5:1,"Rake, Reach",Rear sensors with camera,No,Yes,No,No,No,Touch Sensitive,Multifunction Steering Wheel,No,No,Manual Adjustment,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Hyundai-Elite I20
Hyundai,Elite I20,Sportz Plus Crdi Dual Tone,876103,1396.0,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45.0,Diesel,1505.0,3985.0,1734.0,Hatchback,5.0,18.4,22.54,22.54,1515 kg,6.0,170.0,Ventilated Disc,Drum,McPherson strut with coil spring,Coupled Torsion Beam Axle with coil spring,1505.0,1503.0,185/65R14,185/65R14,Electric Power,All Windows,No,Remote,90PS@4000rpm,220Nm@1500rpm,Digital,Analog,Analog,2,5.0,Fabric,Manual,2570.0,185/70R14,No,Yes,CD Player with USB & Aux-in,Yes,No,2 years / Unlimited Kms,Yes,"Internal, With Remote",285.0,Yes,Yes,Yes,Digital,Front,Yes,Front & Rear,Yes,"3rd /4th Years / up to 1,00,000 Kms (Whichever comes earlier)",Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.2,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,Yes,No,Yes,No,No,No,Normal,Yes,No,No,No,Yes,No,No,Yes,No,Front Row,1170.0,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2.0,10.5:1,"Rake, Reach",Rear sensors with camera,No,Yes,No,No,No,No,Multifunction Steering Wheel,No,No,Manual Adjustment,No,Yes,No,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,Hyundai-Elite I20
Hyundai,Elite I20,Asta (O) 1.2,808993,1197.0,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45.0,Petrol,1505.0,3995.0,1734.0,Hatchback,5.0,13.3,18.5,18.15,1515 kg,5.0,170.0,Ventilated Disc,Drum,McPherson strut with coil spring,Coupled Torsion Beam Axle with coil spring,1505.0,1503.0,195/55R16,195/55R16,Electric Power,All Windows,No,Smart Key,84PS@6000rpm,114Nm@4000rpm,Digital,Analog,Analog,2,5.0,Fabric,Manual,2570.0,195/55R16,Yes,Yes,CD Player with USB & Aux-in,Yes,No,2 years / Unlimited Kms,Yes,"With Remote, Internal",285.0,Yes,Yes,Yes,Digital,Front,Yes,Front & Rear,Yes,"3rd /4th Years / up to 1,00,000 Kms (Whichever comes earlier)",Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.2,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,Yes,No,Yes,No,No,No,Normal,Yes,No,No,No,Yes,No,No,Yes,Yes,All Rows,1170.0,"Drive side airbag, Front passenger curtain airbag, Driver curtain airbag, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag",Yes,No,Yes,Yes,6.0,10.5:1,"Rake, Reach",Rear sensors with camera,No,Yes,No,No,No,Touch Sensitive,Yes,No,No,Manual Adjustment,Yes,Yes,No,Cup Holders,Yes,No,Yes,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,Hyundai-Elite I20
Hyundai,Elite I20,Asta (O) Crdi,934003,1396.0,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45.0,Diesel,1505.0,3985.0,1734.0,Hatchback,5.0,18.4,22.5,22.54,1515 kg,6.0,170.0,Ventilated Disc,Drum,McPherson strut & coil spring,Coupled Torsion Beam Axle with coil spring,1520.0,1525.0,195/55R16,195/55R16,Electric Power,All Windows,No,Smart Key,90PS@4000rpm,220Nm@1500-2750rpm,Digital,Analog,Analog,2,5.0,Fabric,Manual,2570.0,195/55R16,Yes,Yes,CD Player with USB & Aux-in,Yes,No,2 years / Unlimited Kms,Yes,"Internal, With Remote",285.0,Yes,Yes,Yes,Digital,Front,Yes,Front & Rear,Yes,"3rd /4th Years / up to 1,00,000 Kms (Whichever comes earlier)",Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.2,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,Yes,No,Yes,No,No,No,Normal,Yes,No,No,No,Yes,No,No,Yes,Yes,All Rows,1170.0,"Driver frontal airbag, Front passenger frontal airbag, Drive side airbag, Front passenger side airbag, Front passenger curtain airbag, Driver curtain airbag",Yes,No,Yes,Yes,6.0,,"Rake, Reach",Rear sensors with camera,No,Yes,No,No,No,Touch Sensitive,Yes,No,No,Manual Adjustment,Yes,Yes,No,Cup Holders,Yes,No,Yes,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,Hyundai-Elite I20
Hyundai,Elite I20,Asta (O) Cvt,920993,1197.0,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45.0,Petrol,1505.0,3985.0,1734.0,Hatchback,5.0,13.3,18.6,18.6,1066 kg,5.0,170.0,Ventilated Disc,Drum,McPherson strut with coil spring,Coupled Torsion Beam Axle with coil spring,1505.0,1503.0,195/55R16,195/55R16,Electric Power,All Windows,No,Smart Key,83PS@6000rpm,115Nm@4000rpm,Digital,Analog,Analog,2,5.0,Fabric,Automatic,2570.0,195/55R16,Yes,Yes,CD Player with USB & Aux-in,Yes,No,2 years / Unlimited Kms,Yes,"Internal, With Remote",285.0,Yes,Yes,No,Digital,Front,Yes,Front & Rear,Yes,"3rd /4th Years / up to 1,00,000 Kms (Whichever comes earlier)",Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.2,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,Yes,No,Yes,No,No,No,Normal,Yes,No,No,No,Yes,No,No,Yes,No,All Rows,1170.0,"Driver frontal airbag, Front passenger frontal airbag",Yes,No,Yes,Yes,2.0,10.5:1,"Rake, Reach",Rear sensors with camera,No,Yes,No,No,No,No,Yes,No,No,Manual Adjustment,No,Yes,No,Cup Holders,No,No,Yes,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,Hyundai-Elite I20
Hyundai,Elite I20,Sportz Plus Dual Tone,751693,1197.0,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45.0,Petrol,1505.0,3985.0,1734.0,Hatchback,5.0,13.3,18.5,18.6,1060 kg,5.0,170.0,Ventilated Disc,Drum,McPherson strut with coil spring,Coupled Torsion Beam Axle with coil spring,1505.0,1503.0,185/70R14,185/70R14,Electric Power,All Windows,No,Remote,84PS@6000rpm,115Nm@4000rpm,Digital,Analog,Analog,2,5.0,Fabric,Manual,2570.0,185/70R14,No,Yes,CD Player with USB & Aux-in,Yes,No,2 years / Unlimited Kms,Yes,"Internal, With Remote",285.0,Yes,Yes,Yes,Digital,Front,Yes,Front & Rear,Yes,"3rd /4th Years / up to 1,00,000 Kms (Whichever comes earlier)",Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.2,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,Yes,No,Yes,No,No,No,Normal,Yes,No,No,No,Yes,No,No,Yes,No,Front Row,1170.0,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2.0,10.5:1,"Rake, Reach",Rear sensors with camera,No,Yes,No,No,No,Touch Sensitive,Multifunction Steering Wheel,No,No,Manual Adjustment,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Hyundai-Elite I20
Hyundai,Elite I20,Sportz Plus Cvt,831693,1197.0,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45.0,Petrol,1505.0,3985.0,1734.0,Hatchback,5.0,13.3,18.5,18.6,1060 kg,5.0,170.0,Ventilated Disc,Drum,McPherson strut with coil spring,Coupled Torsion Beam Axle with coil spring,1505.0,1503.0,185/65R14,185/65R14,Electric Power,All Windows,No,Remote,84PS@6000rpm,115Nm@4000rpm,Digital,Analog,Analog,2,5.0,Fabric,Manual,2570.0,185/70R14,No,Yes,CD Player with USB & Aux-in,Yes,No,2 years / Unlimited Kms,Yes,"Internal, With Remote",285.0,Yes,Yes,Yes,Digital,Front,Yes,Front & Rear,Yes,"3rd /4th Years / up to 1,00,000 Kms (Whichever comes earlier)",Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.2,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,Yes,No,Yes,No,No,No,Normal,Yes,No,No,No,Yes,No,No,Yes,No,Front Row,1170.0,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2.0,10.5:1,"Rake, Reach",Rear sensors with camera,No,Yes,No,No,No,Touch Sensitive,Multifunction Steering Wheel,No,No,Manual Adjustment,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Hyundai-Elite I20
Hyundai,Elite I20,Sportz Plus Crdi,846103,1396.0,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45.0,Diesel,1505.0,3985.0,1734.0,Hatchback,5.0,18.4,22.54,22.54,1515 kg,6.0,170.0,Ventilated Disc,Drum,McPherson strut with coil spring,Coupled Torsion Beam Axle with coil spring,1505.0,1503.0,185/70R14,185/70R14,Electric Power,All Windows,No,Remote,90PS@4000rpm,220Nm@1500rpm,Digital,Analog,Analog,2,5.0,Fabric,Manual,2570.0,185/70R14,No,Yes,CD Player with USB & Aux-in,Yes,No,2 years / Unlimited Kms,Yes,"Internal, With Remote",285.0,Yes,Yes,Yes,Digital,Front,Yes,Front & Rear,Yes,"3rd /4th Years / up to 1,00,000 Kms (Whichever comes earlier)",Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.2,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,Yes,No,Yes,No,No,No,Normal,Yes,No,No,No,Yes,No,No,Yes,No,Front Row,1170.0,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2.0,10.5:1,"Rake, Reach",Rear sensors with camera,No,Yes,No,No,No,Touch Sensitive,Multifunction Steering Wheel,No,No,Manual Adjustment,No,Yes,No,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,Hyundai-Elite I20
Hyundai,Aura,E 1.2 Petrol,579900,1197.0,4.0,4.0,FWD (Front Wheel Drive),In-line,BS 6,"Front, Longitudinal",Injection,37.0,Petrol,1520.0,3995.0,1680.0,Sedan,5.0,15.1,17.19,20.5,,5.0,170.0,Ventilated Disc,Drum,McPherson Strut,Coupled Torsion Beam Axle,1520.0,1525.0,165/70 R14,165/70 R14,Electric Power,Only Front Windows,No,No,83PS@6000rpm,114Nm@4000rpm,Digital,Analog,Analog,Yes,5.0,Fabric,Manual,2450.0,165/70 R14,No,Yes,Not on offer,No,No,,No,Manual,378.0,No,No,Yes,Digital,Front,Yes,No,Yes,,No,Internal,Digital,Manual,Analog + Digital,Yes,5.25,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,No,No,Yes,No,No,No,Normal,Yes,Yes,No,Yes,No,No,No,Yes,No,No,1750.0,"Driver frontal airbag, Front passenger frontal airbag",No,Yes,No,Yes,2.0,,No,Rear sensors,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Hyundai-Aura
Hyundai,Aura,S 1.2 Petrol,655900,1197.0,4.0,4.0,FWD (Front Wheel Drive),In-line,BS 6,"Front, Longitudinal",Injection,37.0,Petrol,1520.0,3995.0,1680.0,Sedan,5.0,15.1,17.19,20.5,,5.0,170.0,Ventilated Disc,Drum,McPherson Strut,Coupled Torsion Beam Axle,1520.0,1525.0,165/70 R14,165/70 R14,Electric Power,Only Front Windows,No,Yes,83PS@6000rpm,114Nm@4000rpm,Digital,Analog,Analog,Yes,5.0,Fabric,Manual,2450.0,165/70 R14,No,Yes,USB & Aux-in,No,No,,Yes,Manual,378.0,No,Yes,Yes,Digital,Front,Yes,No,Yes,,No,Internal,Digital,Manual,Analog + Digital,Yes,5.25,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,Yes,No,Yes,No,No,No,Normal,Yes,Yes,No,Yes,Yes,No,No,Yes,No,All Rows,1750.0,"Driver frontal airbag, Front passenger frontal airbag",No,Yes,No,Yes,2.0,,Rake,Rear sensors,No,No,No,No,Yes,No,Multifunction Steering Wheel,No,No,Manual Adjustment,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Hyundai-Aura
