Make,Model,Variant,Ex-Showroom_Price,Displacement,Cylinders,Valves_Per_Cylinder,Drivetrain,Cylinder_Configuration,Emission_Norm,Engine_Location,Fuel_System,Fuel_Tank_Capacity,Fuel_Type,Height,Length,Width,Body_Type,Doors,City_Mileage,Highway_Mileage,Combined_ARIA_Mileage,Kerb_Weight,Gears,Ground_Clearance,Front_Brakes,Rear_Brakes,Front_Suspension,Rear_Suspension,Front_Track,Rear_Track,Front_Tyre_&_Rim,Rear_Tyre_&_Rim,Power_Steering,Power_Windows,Power_Seats,Keyless_Entry,Power,Torque,Odometer,Speedometer,Tachometer,Tripmeter,Seating_Capacity,Seats_Material,Type,Wheelbase,Wheels_Size,Start_/_Stop_Button,12v_Power_Outlet,Audiosystem,Aux-in_Compatibility,Average_Fuel_Consumption,Basic_Warranty,Bluetooth,Boot-lid_Opener,Boot_Space,CD_/_MP3_/_DVD_Player,Central_Locking,Child_Safety_Locks,Clock,Cup_Holders,Distance_to_Empty,Door_Pockets,Engine_Malfunction_Light,Extended_Warranty,FM_Radio,Fuel-lid_Opener,Fuel_Gauge,Handbrake,Instrument_Console,Low_Fuel_Warning,Minimum_Turning_Radius,Multifunction_Display,Sun_Visor,Third_Row_AC_Vents,Ventilation_System,Auto-Dimming_Rear-View_Mirror,Hill_Assist,Gear_Indicator,3_Point_Seat-Belt_in_Middle_Rear_Seat,Ambient_Lightning,Cargo/Boot_Lights,Drive_Modes,Engine_Immobilizer,High_Speed_Alert_System,Lane_Watch_Camera/_Side_Mirror_Camera,Passenger_Side_Seat-Belt_Reminder,Seat_Back_Pockets,Voice_Recognition,Walk_Away_Auto_Car_Lock,ABS_(Anti-lock_Braking_System),Headlight_Reminder,Adjustable_Headrests,Gross_Vehicle_Weight,Airbags,Door_Ajar_Warning,EBD_(Electronic_Brake-force_Distribution),Fasten_Seat_Belt_Warning,Gear_Shift_Reminder,Number_of_Airbags,Compression_Ratio,Adjustable_Steering_Column,Parking_Assistance,Key_Off_Reminder,USB_Compatibility,Android_Auto,Apple_CarPlay,Cigarette_Lighter,Infotainment_Screen,Multifunction_Steering_Wheel,Average_Speed,EBA_(Electronic_Brake_Assist),Seat_Height_Adjustment,Navigation_System,Second_Row_AC_Vents,Tyre_Pressure_Monitoring_System,Rear_Center_Armrest,iPod_Compatibility,ESP_(Electronic_Stability_Program),Cooled_Glove_Box,Heated_Seats,Turbocharger,ISOFIX_(Child-Seat_Mount),Rain_Sensing_Wipers,Paddle_Shifters,Leather_Wrapped_Steering,Automatic_Headlamps,ASR_/_Traction_Control,Cruise_Control,USB_Ports,Heads-Up_Display,Welcome_Lights,carname
Bmw,5-Series,530D M Sport,6680000,2993.0,6.0,4.0,RWD (Rear Wheel Drive),In-line,BS IV,"Front, Longitudinal",Injection,70.0,Diesel,1464.0,4907.0,1860.0,Sedan,4.0,13.1,16.1,14.69,1705 kg,8.0,158.0,Ventilated Disc,Ventilated Disc,Double joint spring-strut axle,Aluminium integral axle,1600.0,1627.0,245/45R18,275/40R18,Electric Power,All Windows,Yes,Smart Key,258PS@4000rpm,560Nm@1500-3000rpm,Digital,Analog,Analog,Yes,5.0,Leather,Automatic,2968.0,R18,Yes,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,2 years / Unlimited Kms,Yes,"With Remote, Internal",520.0,Yes,Yes,No,Digital,Front & Rear,Yes,Front & Rear,Yes,,Yes,Internal,Analog,Automatic,Analog + Digital,Yes,11.4,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,No,Yes,Yes,No,No,No,Normal,Yes,No,No,No,Yes,No,No,Yes,Yes,All Rows,2315.0,"Drive side airbag, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags, Driver head airbag, Front passenger head airbag",Yes,Yes,Yes,Yes,8.0,,"Rake, Reach",Front and rear sensors with camera,Yes,Yes,No,No,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment with Memory,Yes,Yes,No,Cup Holders,Yes,Yes,Yes,All,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Bmw-5-Series
Bmw,5-Series,530I M Sport,5980000,1998.0,6.0,4.0,RWD (Rear Wheel Drive),In-line,BS IV,"Front, Longitudinal",Injection,70.0,Petrol,1464.0,4907.0,1860.0,Sedan,4.0,15.01,17.19,15.01,1705 kg,8.0,158.0,Ventilated Disc,Ventilated Disc,Double joint spring-strut axle,Aluminium integral axle,1600.0,1627.0,245/45R18,275/40R18,Electric Power,All Windows,Yes,Smart Key,252PS@5200rpm,350Nm@1450-4800rpm,Digital,Analog,Analog,Yes,5.0,Leather,Automatic,2968.0,R18,Yes,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,2 years / Unlimited Kms,Yes,"With Remote, Internal",520.0,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,,Yes,Internal,Analog,Automatic,Analog + Digital,Yes,11.4,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,Yes,Yes,Yes,No,No,No,"Normal, Comfort, Eco, Sport",Yes,No,No,No,Yes,No,No,Yes,Yes,All Rows,2315.0,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags, Driver head airbag, Front passenger head airbag, Drive side airbag",Yes,Yes,Yes,No,8.0,,"Rake, Reach",Front and rear sensors with camera,Yes,Yes,Yes,Yes,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment with Memory,Yes,Yes,Yes,Cup Holders,Yes,Yes,Yes,All,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2.0,No,Yes,Bmw-5-Series
Bmw,6-Series,630D Gt Luxury Line,6890000,2993.0,6.0,4.0,AWD (All Wheel Drive),V,BS IV,"Front, Longitudinal",Injection,88.0,Diesel,1481.0,5219.0,2142.0,Sedan,4.0,15.1,17.19,16.46,1865 kg,8.0,152.0,Ventilated Disc,Ventilated Disc,Adaptive 2-axle air suspension,Adaptive 2-axle air suspension,1611.0,1650.0,245/45R19,275/40R19,Electric Power,All Windows,Yes,Smart Key,265PS@4000RPM,620Nm@2000-2500RPM,Digital,Analog,Analog,Yes,4.0,Leather,Automatic,3210.0,245/45R19,Yes,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,,Yes,"With Remote, Internal",378.0,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,,Yes,Internal,Analog,Automatic,Analog + Digital,Yes,5.25,Yes,Driver & Front Passenger,Not Applicable,4 Zone climate control,No,No,Yes,No,No,No,Normal,Yes,No,No,No,No,No,No,Yes,Yes,All Rows,1750.0,"Driver head airbag, Drive side airbag, Rear passenger head airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag",Yes,Yes,Yes,Yes,6.0,,"Rake, Reach",Front and rear sensors with camera,Yes,Yes,No,No,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment with Memory,Yes,Yes,Yes,Cup Holders,Yes,Yes,Yes,Only front,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Bmw-6-Series
Bmw,6-Series,630D Gt M Sport,7450000,2993.0,6.0,4.0,AWD (All Wheel Drive),V,BS IV,"Front, Longitudinal",Injection,88.0,Diesel,1481.0,5219.0,2142.0,Sedan,4.0,15.1,17.19,16.46,1865 kg,8.0,152.0,Ventilated Disc,Ventilated Disc,Adaptive 2-axle air suspension,Adaptive 2-axle air suspension,1611.0,1650.0,245/45R19,275/40R19,Electric Power,All Windows,Yes,Smart Key,265PS@4000RPM,620Nm@2000-2500RPM,Digital,Analog,Analog,Yes,4.0,Leather,Automatic,3210.0,245/45R19,Yes,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,,Yes,"Internal, With Remote",378.0,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,,Yes,Internal,Analog,Automatic,Analog + Digital,Yes,7.5,Yes,Driver & Front Passenger,Not Applicable,4 Zone climate control,No,No,Yes,No,No,No,Normal,Yes,No,No,No,Yes,No,No,Yes,Yes,All Rows,1750.0,"Driver head airbag, Front passenger head airbag, Drive side airbag, Rear passenger head airbags, Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,6.0,,"Rake, Reach",Front and rear sensors with camera,Yes,Yes,No,No,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment with Memory,Yes,Yes,Yes,Cup Holders,Yes,Yes,Yes,Only front,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Bmw-6-Series
Bmw,6-Series,630I Gt Luxury Line,6440000,4395.0,8.0,4.0,RWD (Rear Wheel Drive),In-line,BS IV,"Front, Longitudinal",Injection,70.0,Petrol,1369.0,4894.0,1894.0,Coupe,2.0,4.45,7.94,7.94,,8.0,124.0,Ventilated Disc,Ventilated Disc,Aluminium double-joint springs strut axle with anti-roll bar,Aluminium integral axle with anti-roll bar,1600.0,1665.0,245/40,245/40,Electric Power,All Windows,"Yes, with memory",No,450PS@5500rpm,200Nm@1750rpm,Digital,Analog,Yes,No,4.0,Leather,Automatic,2855.0,R19,No,No,CD Player with USB & Aux-in,No,No,,Yes,Internal,378.0,No,No,Yes,Digital,No,No,No,No,,No,Internal,Digital,Manual,Analog,No,5.25,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,No,No,No,No,No,No,Normal,Yes,No,No,No,No,No,No,No,Yes,No,1750.0,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags, Driver knee airbag",No,No,Yes,No,6.0,16.7:1,"Rake, Reach",Rear sensors,Yes,No,No,No,No,No,Yes,No,No,Semi Automatic Adjustment,Yes,No,Yes,No,No,No,No,Only front,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Bmw-6-Series
Bmw,6-Series,620D Gt Luxury Line,6440000,1995.0,4.0,4.0,RWD (Rear Wheel Drive),V,BS IV,"Front, Longitudinal",Injection,66.0,Diesel,1538.0,5091.0,1902.0,Sedan,4.0,15.1,17.19,21.76,1720 kg,8.0,138.0,Ventilated Disc,Ventilated Disc,"Aluminium double track control arm axle with separate lower track arm level, small steering roll radius, traverse force compensation, anti-dive","Five-link axle in aluminium lightweight construction, double elastic bearing, air suspension with automatic self-leveling",1611.0,1650.0,225/60R17,225/60R17,Electric Power,All Windows,Yes,Smart Key,188PS@4000RPM,400NM@1750rpm,Digital,Analog,Analog,Yes,4.0,Leather,Automatic,3070.0,225/60R17,Yes,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,,Yes,"Internal, With Remote",610.0,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,,Yes,Internal,Analog,Automatic,Analog + Digital,Yes,5.25,Yes,Driver & Front Passenger,Not Applicable,4 Zone climate control,Yes,Yes,Yes,No,No,Yes,"Normal, Comfort, Eco, Sport",Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,All Rows,1750.0,"Driver head airbag, Drive side airbag, Front passenger curtain airbag, Driver curtain airbag, Rear passenger head airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag",Yes,Yes,Yes,Yes,8.0,,"Rake, Reach",Front and rear sensors with camera,Yes,Yes,Yes,Yes,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment with Memory,Yes,Yes,Yes,Cup Holders,Yes,Yes,Yes,Only front,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Bmw-6-Series
Porsche,Macan,S,8503000,2995.0,6.0,4.0,AWD (All Wheel Drive),In-line,BS IV,"Front, Longitudinal",Injection,65.0,Petrol,1624.0,4696.0,1923.0,SUV,5.0,15.1,17.19,10.8,1865 kg,7.0,190.0,Ventilated Disc,Ventilated Disc,Fully independent double wishbone suspension,Self-tracking trapezoidal-link suspension,1655.0,1651.0,235/60R18,255/55 R18,Electric Power,All Windows,Yes,Smart Key,349PS@5400RPM,480Nm@1360rpm,Digital,Analog,Analog,Yes,5.0,Leather,Automatic,2807.0,255/55R18,Yes,Yes,DVD Player with USB & Aux-in,Yes,Yes,2 years without mileage limit,Yes,Internal,500.0,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,"12/24 months /up to 2,00,000 Kms (whichever comes first)",Yes,Internal,Analog,Automatic,Analog + Digital,Yes,5.25,Yes,Driver & Front Passenger,Not Applicable,2 Zone Climate Control,Yes,Yes,Yes,No,No,No,Normal,Yes,No,No,No,Yes,No,No,Yes,Yes,No,2580.0,"Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags, Curtain airbags, Driver frontal airbag",Yes,Yes,Yes,Yes,6.0,16.8:1,"Rake, Reach",Front & rear sensors with 360 degree view,Yes,Yes,No,No,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment with Memory,Yes,Yes,Yes,Cup Holders,Yes,Yes,Yes,All,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Porsche-Macan
Porsche,Macan,Base,6998000,1984.0,6.0,4.0,AWD (All Wheel Drive),In-line,BS 6,"Front, Longitudinal",Injection,65.0,Petrol,1624.0,4696.0,1923.0,SUV,5.0,15.1,17.19,10.8,1865 kg,7.0,190.0,Ventilated Disc,Ventilated Disc,Fully independent double wishbone suspension,Self-tracking trapezoidal-link suspension,1655.0,1651.0,235/60R18,255/55R18,Electric Power,All Windows,Yes,Smart Key,248PS@5000RPM,370Nm@1600rpm,Digital,Analog,Analog,Yes,5.0,Leather,Automatic,2807.0,255/55R18,Yes,Yes,DVD Player with USB & Aux-in,Yes,Yes,2 years without mileage limit,Yes,Internal,500.0,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,"12/24 months /up to 2,00,000 Kms (whichever comes first)",Yes,Internal,Analog,Automatic,Analog + Digital,Yes,5.25,Yes,Driver & Front Passenger,Not Applicable,3 Zone climate control,Yes,Yes,Yes,No,Yes,Yes,"Normal, Comfort, Eco, Sport",Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,All Rows,2580.0,"Front passenger side airbag, Curtain airbags, Rear passenger side airbags, Driver head airbag, Front passenger head airbag, Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,8.0,16.8:1,"Rake, Reach",Front & rear sensors with 360 degree view,Yes,Yes,Yes,Yes,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment with Memory,Yes,Yes,Yes,Cup Holders,Yes,Yes,Yes,All,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Porsche-Macan
Jaguar,F-Type,5.0 Convertible R,23659454,5000.0,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,46.0,Petrol,1308.0,4470.0,1923.0,Convertible,4.0,12.05,17.19,20.03491914893617,,8.0,170.0,Ventilated Disc,Drum,MacPherson Strut,Torsion Beam,1585.0,1649.0,185/60R15,185/60R15,No,No,Power seats,No,495PS@6500RPM,625Nm@2500-5500rpm,Digital,Analog,Analog,No,5.0,Fabric,Automatic,2622.0,185/60R15,No,No,CD Player with USB & Aux-in,No,No,,No,Internal,378.0,No,No,No,Digital,No,No,No,No,,No,Internal,Digital,Manual,Analog + Digital,No,5.25,No,Driver & Front Passenger,Not Applicable,Fully automatic climate control,Yes,No,No,No,No,No,Normal,No,No,No,No,No,No,No,No,No,No,1750.0,No,No,No,No,No,0.0,,No,No,No,No,No,No,No,No,Multifunction Steering Wheel,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,Jaguar-F-Type
Jaguar,F-Type,5.0 Coupe R,22155390,5000.0,6.0,4.0,RWD (Rear Wheel Drive),V,BS IV,"Front, Longitudinal",Injection,72.0,Petrol,1308.0,4470.0,2042.0,Coupe,2.0,7.81,14.3,14.3,,8.0,170.0,Solid Disc,Solid Disc,Sports Suspension with Adaptive Damping,Sports Suspension with Adaptive Damping,1597.0,1649.0,245/40R19,275/35R19,Hydraulic Power,Only Front Windows,No,No,550PS@6500RPM,680Nm@2500RPM,Digital,Analog,Not on offer,No,2.0,Leather,Automatic,2622.0,19 inches,No,No,DVD Player with USB & Aux-in,No,No,"3 Years/1,00,000 Kms (Whichever comes earlier)",Yes,Internal,200.5,No,No,No,Digital,No,No,No,No,,No,Internal,Digital,Automatic,Analog,Yes,10.66,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,Yes,No,No,No,No,No,Normal,Yes,No,No,No,No,No,No,No,Yes,No,1614.0,"Driver frontal airbag, Front passenger frontal airbag",Yes,No,Yes,No,2.0,10:5,"Rake, Reach",Rear sensors,Yes,No,No,No,No,No,Multifunction Steering Wheel,No,No,Electric Adjustment,Yes,No,No,No,No,No,No,Only front,No,No,Yes,No,Yes,Yes,No,Yes,No,No,No,Jaguar-F-Type
Jaguar,F-Type,Svr Coupe,26501830,5000.0,8.0,4.0,AWD (All Wheel Drive),V,BS IV,"Front, Longitudinal",Injection,70.0,Petrol,1311.0,4475.0,2042.0,Coupe,2.0,15.1,17.19,12.05,,8.0,170.0,Solid Disc,Solid Disc,Sports Suspension with Adaptive Damping,Sports Suspension with Adaptive Damping,1585.0,1611.0,255/35R20,295/30R20,Electric Power,Only Front Windows,Yes,Yes,567PS@6500rpm,700Nm@3500rpm,Yes,Analog,Yes,No,2.0,Leather,Automatic,2622.0,20 inches,Yes,Yes,DVD Player with USB & Aux-in,Yes,Yes,"3 Years/1,00,000 Kms (Whichever comes earlier)",Yes,Internal,310.0,Yes,Yes,No,Digital,Yes,Yes,Yes,Yes,,Yes,Internal,Yes,Automatic,Analog,Yes,5.33,Yes,Driver & Front Passenger,Not Applicable,2 Zone Climate Control,No,No,Yes,No,No,No,Normal,Yes,No,No,No,No,No,No,Yes,Yes,Yes,1750.0,"Drive side airbag, Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag",Yes,Yes,Yes,Yes,6.0,9:5,"Rake, Reach",Front and rear sensors with camera,Yes,Yes,No,No,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Jaguar-F-Type
Jaguar,F-Type,Svr Convertible,28004965,5000.0,8.0,4.0,AWD (All Wheel Drive),V,BS IV,"Front, Longitudinal",Injection,70.0,Petrol,1311.0,4475.0,2042.0,Convertible,2.0,15.1,17.19,12.05,1720 kg,8.0,170.0,Solid Disc,Solid Disc,Sports Suspension with Adaptive Damping,Sports Suspension with Adaptive Damping,1585.0,1611.0,255/35R20,295/30R20,Electric Power,Only Front Windows,Yes,Smart Key,567PS@6500rpm,700Nm@3500rpm,Digital,Analog,Yes,Yes,2.0,Leather,Automatic,2622.0,20 inches,No,No,DVD Player with USB & Aux-in,Yes,Yes,"3 Years/1,00,000 Kms (Whichever comes earlier)",Yes,Internal,207.0,Yes,Yes,No,Digital,Front,Yes,Yes,Yes,,Yes,Internal,Yes,Automatic,Analog,Yes,5.33,Yes,Driver & Front Passenger,Not Applicable,2 Zone Climate Control,No,Yes,Yes,No,No,No,Normal,Yes,No,No,No,No,No,No,Yes,Yes,No,2150.0,"Driver frontal airbag, Front passenger frontal airbag, Drive side airbag, Front passenger side airbag",Yes,Yes,Yes,Yes,6.0,9:5,"Rake, Reach",Front and rear sensors with camera,Yes,Yes,No,No,No,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Jaguar-F-Type
Jaguar,F-Type,2.0L Coupe,9092578,1997.0,6.0,4.0,RWD (Rear Wheel Drive),V,BS IV,"Front, Longitudinal",Injection,63.0,Petrol,1311.0,4482.0,1923.0,Coupe,2.0,15.1,17.19,15.3,1577 kg,8.0,170.0,Ventilated Disc,Ventilated Disc,"Double wishbone, coil springs, single-tube gas-filled shock absorber, stabiliser bar","Double wishbone, Coil Spring, Gas damper, Anti roll bar",1520.0,1525.0,245 / 40 R19,275 / 35 R19,Electric Power,Only Front Windows,Yes,Remote,297 bhp @ 5500 rpm,400 Nm @ 1500 rpm,Digital,Analog,Digital,2,2.0,Leather,Automatic,2622.0,19 inches,Yes,1,DVD Player with USB & Aux-in,Yes,Yes,"3 Years/1,00,000 Kms (Whichever comes earlier)",Yes,"Internal, With Remote",310.0,Yes,Yes,Yes,Digital,Front,Yes,Yes,Yes,,Yes,"Internal, With Remote",Digital,Automatic,Analog,Yes,5.33,Yes,Driver & Front Passenger,Not Applicable,2 Zone Climate Control,Yes,No,Yes,No,No,No,Sport,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Yes,1750.0,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag",Yes,Yes,Yes,Yes,2.0,,"Rake, Reach",Front and rear sensors with camera,Yes,Yes,No,No,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Jaguar-F-Type
Jaguar,F-Type,2.0L Convertible,10144987,1997.0,6.0,4.0,RWD (Rear Wheel Drive),V,BS IV,"Front, Longitudinal",Injection,63.0,Petrol,1308.0,4482.0,1923.0,Convertible,2.0,15.1,17.19,20.03491914893617,1614 kg,8.0,113.0,Ventilated Disc,Ventilated Disc,"Double wishbone, coil springs, single-tube gas-filled shock absorber, stabiliser bar","Double wishbone, Coil Spring, Gas damper, Anti roll bar",1520.0,1525.0,245 / 40 R19,275 / 35 R19,Electric Power,Only Front Windows,Yes,Remote,297 bhp @ 5500 rpm,400 Nm @ 1500 rpm,Digital,Analog,Digital,2,2.0,Leather,Automatic,2622.0,19 inches,Yes,1,DVD Player with USB & Aux-in,Yes,Yes,"3 Years/1,00,000 Kms (Whichever comes earlier)",Yes,"Internal, With Remote",207.0,Yes,Yes,Yes,Digital,Front,Yes,Yes,Yes,,Yes,"Internal, With Remote",Digital,Automatic,Analog,Yes,5.33,Yes,Driver & Front Passenger,Not Applicable,2 Zone Climate Control,Yes,Yes,Yes,No,No,No,Sport,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,1750.0,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2.0,,"Rake, Reach",Front and rear sensors with camera,Yes,Yes,No,No,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Jaguar-F-Type
Jaguar,F-Type,2.0 Convertible R Dynamic,10419200,1997.0,8.0,4.0,RWD (Rear Wheel Drive),V,BS IV,"Front, Longitudinal",Injection,63.0,Petrol,1308.0,4482.0,1923.0,Convertible,2.0,15.1,17.19,10.7,1665 kg,8.0,113.0,Solid Disc,Solid Disc,"Double wishbone, coil springs, single-tube gas-filled shock absorber, stabiliser bar","Double wishbone, Coil Spring, Gas damper, Anti roll bar",1520.0,1525.0,255 / 35 R20,295 / 30 R20,Electric Power,Only Front Windows,Yes,Remote,297 bhp @ 5500 rpm,400 Nm @ 1500 rpm,Digital,Analog,Digital,2,2.0,Leather,Automatic,2622.0,20 inches,Yes,1,DVD Player with USB & Aux-in,Yes,Yes,,Yes,"With Remote, Internal",207.0,Yes,Yes,Yes,Digital,Front,Yes,Yes,Yes,3 year /100000 Kilometres,Yes,"Internal, With Remote",Digital,Automatic,Analog,Yes,5.33,Yes,Driver & Front Passenger,Not Applicable,2 Zone Climate Control,Yes,Yes,Yes,No,No,No,Sport,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,1750.0,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2.0,,"Rake, Reach",Front and rear sensors with camera,Yes,Yes,No,No,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Jaguar-F-Type
Jaguar,F-Type,2.0 Coupe R Dynamic,9366433,1997.0,4.0,4.0,RWD (Rear Wheel Drive),V,BS IV,"Front, Longitudinal",Injection,63.0,Petrol,1311.0,4482.0,1923.0,Coupe,2.0,15.1,17.19,10.85,1730 kg,8.0,113.0,Solid Disc,Solid Disc,"Double wishbone, coil springs, single-tube gas-filled shock absorber, stabiliser bar","Double wishbone, Coil Spring, Gas damper, Anti roll bar",1520.0,1525.0,255 / 35 R20,295 / 30 R20,Electric Power,Only Front Windows,Yes,Remote,297 bhp @ 5500 rpm,400 Nm @ 1500 rpm,Digital,Analog,Analog,2,2.0,Leather,Automatic,2622.0,20 inches,Yes,1,DVD Player with USB & Aux-in,Yes,Yes,,Yes,"With Remote, Internal",310.0,Yes,Yes,Yes,Digital,Front,Yes,Yes,Yes,3 year /100000 Kilometres,Yes,"Internal, With Remote",Yes,Automatic,Digital,Yes,5.33,Yes,Driver & Front Passenger,Not Applicable,2 Zone Climate Control,Yes,Yes,Yes,No,No,No,Sport,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,1750.0,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2.0,,"Rake, Reach",Front and rear sensors with camera,Yes,Yes,No,No,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Jaguar-F-Type
Bmw,M5,Competition,15490000,4395.0,8.0,4.0,AWD (All Wheel Drive),V,BS 6,"Front, Longitudinal",Injection,68.0,Petrol,1473.0,4956.0,1903.0,Sedan,4.0,15.1,17.19,9.8,1950 kg,8.0,170.0,Ventilated Disc,Ventilated Disc,Double-Joint Spring Strut Front Axle,Integral rear axle and M specific set-up,1626.0,1594.0,275/35 ZR 20,285/35 ZR 20,Electric Power,All Windows,Yes,Smart Key,625PS@6000rpm,750Nm@1800-5860rpm,Digital,Analog,Analog,Yes,4.0,Leather,Automatic,2964.0,R20,Yes,Yes,DVD Player with USB & Aux-in,Yes,Yes,2 years / Unlimited Kms,Yes,"Internal, With Remote",530.0,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,,Yes,Internal,Digital,Automatic,Analog + Digital,Yes,5.25,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,Yes,Yes,Yes,No,No,Yes,"Normal, Comfort, Eco, Sport",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,All Rows,2440.0,"Driver head airbag, Front passenger head airbag, Drive side airbag, Front passenger curtain airbag, Driver curtain airbag, Rear passenger head airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag",Yes,Yes,Yes,Yes,9.0,10.0:1,"Rake, Reach",Front & rear sensors with 360 degree view,Yes,Yes,Yes,Yes,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment with Memory,Yes,Yes,Yes,Cup Holders,Yes,Yes,Yes,All,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Bmw-M5
